,Timestamp,Age,Gender,City,Position,Total_Yrs_Exp,Yrs_Exp_DE,Seniority,Main_Tech,Other_Tech,Salary_Brutto,Bonus_Stocks,Salary_Brutto_Prev,Bonus_Stock_Prev,Vacation_Days,Employment_Status,Contract_Duration,Main_Lang_Work,Company_Size,Company_Type,Lost_Job_Covid,Kurzarbeit,WFH_Support,Total_Salary,Clean_Main_Tech,Age_group
60,24/11/2020 11:35:25,39.0,Female,Berlin,Software Engineer,10.0,10,Senior,Java,"Javascript / Typescript, SQL",70500.0,1000.0,68000.0,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,500,71500.0,Java,35-39
61,24/11/2020 11:36:44,28.0,Male,Munich,Backend Developer,5.0,4,Senior,Kotlin,"Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",72000.0,0.0,56000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,72000.0,Kotlin,25-29
62,24/11/2020 11:37:39,34.0,Male,Munich,Frontend Developer,5.0,5,Senior,JavaScript/ES6,,73500.0,0.0,70000.0,,27,Full-time employee,Unlimited contract,English,11-50,Product,No,,,73500.0,JavaScript,30-34
63,24/11/2020 11:37:52,34.0,Male,Munich,Software Engineer,13.0,3,Lead,.NET,".NET, SQL",72000.0,72000.0,60000.0,60000,30,Full-time employee,Unlimited contract,English,51-100,Product,No,32.0,,144000.0,.NET,30-34
64,24/11/2020 11:38:10,32.0,Male,Munich,Frontend Developer,7.0,5,Senior,Javascript,"Javascript / Typescript, Java / Scala",62000.0,0.0,60000.0,,30,Full-time employee,Unlimited contract,German,101-1000,Consulting / Agency,No,,,62000.0,Javascript,30-34
65,24/11/2020 11:38:14,38.0,Male,Stuttgart,Hardware Engineer,15.0,5,Lead,Hardware,,83000.0,0.0,,,30,Full-time employee,Unlimited contract,English,1000+,Product,,,,83000.0,Hardware,35-39
66,24/11/2020 11:38:15,32.0,Male,Berlin,Data Scientist,10.0,10,Head,,,110000.0,30000.0,85000.0,15000,30,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,,140000.0,,30-34
67,24/11/2020 11:38:22,45.0,Male,Schleswig-Holstein,Software Engineer,26.0,18,Senior,C#,"C/C++, .NET, SQL",93000.0,10000.0,93000.0,11000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,,103000.0,C#,40-49
68,24/11/2020 11:39:21,48.0,Male,London,Data Engineer,23.0,0,,Google Cloud Platform,"Python, SQL, Go, Google Cloud, bash",110000.0,0.0,,,,Company Director,Temporary contract,English,up to 10,Personal Ltd,Yes,,,110000.0,Google Cloud Platform,40-49
69,24/11/2020 11:40:04,28.0,Male,Berlin,Software Engineer,3.0,2,Middle,Js,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Quorum",55000.0,0.0,42000.0,,22,Full-time employee,Unlimited contract,English,11-50,Startup,No,24.0,,55000.0,Js,25-29
70,24/11/2020 11:40:05,29.0,Male,Konstanz area,Mobile Developer,6.0,3,Middle,android,Kotlin,53000.0,0.0,53000.0,,26,Full-time employee,Unlimited contract,English,11-50,Startup,No,20.0,,53000.0,android,25-29
71,24/11/2020 11:40:24,36.0,Male,Munich,Backend Developer,15.0,3,Senior,java,PHP,55000.0,0.0,55000.0,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,600,55000.0,java,35-39
72,24/11/2020 11:40:42,39.0,Male,Berlin,Software Engineer,10.0,2,Senior,C#,"Javascript / Typescript, .NET, SQL, Azure, Docker",75000.0,0.0,65000.0,,30,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,,,75000.0,C#,35-39
73,24/11/2020 11:40:45,29.0,Male,Munich,Software Engineer,7.0,3,Senior,JavaScript ,"Kotlin, Javascript / Typescript, Java / Scala, Docker",80000.0,5000.0,72000.0,2500,24,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000,85000.0,JavaScript,25-29
74,24/11/2020 11:42:49,31.0,Male,Berlin,Engineering Manager,11.0,6,Lead,Java,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,0.0,79000.0,,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,40.0,200,80000.0,Java,30-34
75,24/11/2020 11:43:28,30.0,Male,Berlin,Backend Developer,5.0,5,Middle,Java,,55000.0,0.0,,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,,55000.0,Java,30-34
76,24/11/2020 11:43:34,30.0,Male,Munich,DevOps,8.0,2,Middle,,,70200.0,75000.0,63000.0,63000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,145200.0,,30-34
77,24/11/2020 11:43:49,33.0,Male,Frankfurt,Software Engineer,4.0,0,Middle,Java,,50000.0,0.0,,,24,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,,50000.0,Java,30-34
78,24/11/2020 11:44:00,27.0,Male,Berlin,Software Engineer,5.0,1,Senior,Scala,Java / Scala,78000.0,0.0,70000.0,,30,Full-time employee,Unlimited contract,English,1000+,Startup,No,,,78000.0,Scala,25-29
79,24/11/2020 11:44:02,26.0,Female,Munich,Data Scientist,6.0,2,Middle,python,"Python, C/C++, SQL, Docker",60000.0,10000.0,60000.0,60000,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,,70000.0,python,25-29
80,24/11/2020 11:44:10,26.0,Male,Berlin,Software Engineer,8.0,3,Lead,Go,"Python, PHP, Javascript / Typescript, Go, Google Cloud, Kubernetes, Docker",85000.0,0.0,75000.0,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,,85000.0,Go,25-29
81,24/11/2020 11:44:18,31.0,Female,Berlin,Analytics engineer,6.0,2,Middle,SQL,Python,60000.0,0.0,50000.0,500,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,500,60000.0,SQL,30-34
82,24/11/2020 11:44:34,30.0,Male,Berlin,Software Engineer,10.0,2,Senior,Scala,"Python, Java / Scala, AWS, Docker",72000.0,0.0,70000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,72000.0,Scala,30-34
83,24/11/2020 11:44:51,38.0,Male,Berlin,Localization producer,17.0,3,Middle,,,68500.0,30000.0,62400.0,122000,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,8000,98500.0,,35-39
84,24/11/2020 11:44:59,43.0,Male,Berlin,Mobile Developer,5.0,3,Senior,Kotlin,"Kotlin, Java / Scala",72000.0,0.0,68000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,72000.0,Kotlin,40-49
85,24/11/2020 11:45:28,33.0,Male,Berlin,Software Engineer,5.0,1,Middle,python,Kubernetes,65000.0,0.0,65000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,,65000.0,python,30-34
86,24/11/2020 11:45:31,31.0,Male,Berlin,Software Engineer,9.0,,Senior,"C#, .net core","Python, .NET, AWS, Azure, Kubernetes, Docker",60000.0,0.0,,,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,,,60000.0,C# .net core,30-34
87,24/11/2020 11:46:15,32.0,Female,Berlin,QA Engineer,10.0,,Senior,Java,"Kotlin, Javascript / Typescript, SQL, Docker",61000.0,0.0,55000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,61000.0,Java,30-34
88,24/11/2020 11:46:16,24.0,Male,Berlin,Data Scientist,4.0,2,Senior,Python,"Python, AWS, Docker",73000.0,73000.0,50000.0,50000,24,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,,146000.0,Python,18-24
89,24/11/2020 11:46:21,29.0,Male,Berlin,DevOps,7.0,1,Lead,Kubernetes,"Python, Go, AWS, Kubernetes",78000.0,10000.0,70000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,88000.0,Kubernetes,25-29
90,24/11/2020 11:46:42,29.0,Male,Berlin,Data Scientist,4.0,4,Senior,Python,"SQL, AWS, Docker",81000.0,0.0,72000.0,,29,Full-time employee,Unlimited contract,English,101-1000,Product,No,,300,81000.0,Python,25-29
91,24/11/2020 11:46:48,30.0,Male,Munich,Hardware Engineer,5.0,5,Senior,VHDL,Python,75000.0,10000.0,73000.0,8000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,85000.0,VHDL,30-34
92,24/11/2020 11:48:46,35.0,Female,Berlin,Reporting Engineer,3.0,2,Middle,Power BI,"Python, Javascript / Typescript, SQL, SAP / ABAP, Google Cloud, Azure",55000.0,3000.0,45000.0,,31,Full-time employee,Unlimited contract,German,1000+,Product,No,,,58000.0,Power BI,35-39
93,24/11/2020 11:48:57,27.0,Female,Hamburg,Account Managet,6.0,1,Senior,,,50000.0,0.0,,,28,Full-time employee,Temporary contract,English,101-1000,Product,No,,,50000.0,,25-29
94,24/11/2020 11:49:06,32.0,Female,Berlin,Product Manager,8.0,8,No level,,,55000.0,0.0,,,27,Full-time employee,Unlimited contract,German,11-50,Consulting / Agency,No,,,55000.0,,30-34
95,24/11/2020 11:49:42,33.0,Male,Munich,QA Engineer,5.0,1,Senior,Java,Docker,60000.0,0.0,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,60000.0,Java,30-34
96,24/11/2020 11:50:04,28.0,Male,Berlin,Software Engineer,8.0,3,Lead,PHP ,"Python, Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",80000.0,0.0,72000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,80000.0,PHP,25-29
97,24/11/2020 11:50:47,31.0,Female,Munich,agile master ,14.0,7,Middle,none,,80000.0,0.0,80000.0,,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,,80000.0,none,30-34
98,24/11/2020 11:50:51,32.0,Male,Munich,Software Engineer,7.0,3,Senior,Android,Kotlin,60000.0,0.0,60000.0,,38,Full-time employee,Unlimited contract,English,51-100,Product,No,40.0,,60000.0,Android,30-34
99,24/11/2020 11:50:52,30.0,Male,Berlin,Backend Developer,8.0,2.5,Senior,Scala,"Python, Kotlin, Java / Scala, SQL, Kubernetes, Docker",80000.0,0.0,60000.0,,25,Full-time employee,Unlimited contract,English,1000+,Product,No,,,80000.0,Scala,30-34
100,24/11/2020 11:50:56,26.0,Male,Munich,Backend Developer,7.0,"1,5",Senior,Java,,78000.0,4000.0,61000.0,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,82000.0,Java,25-29
101,24/11/2020 11:51:35,31.0,Male,Munich,Software Engineer,10.0,2,Senior,Java,"Python, Javascript / Typescript, SQL, Kubernetes, Docker",68000.0,0.0,68000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,68000.0,Java,30-34
102,24/11/2020 11:52:49,38.0,Female,Munich,QA Engineer,6.0,2,Middle,Java,,62000.0,0.0,62000.0,,26,Full-time employee,Unlimited contract,English,1000+,Product,No,,,62000.0,Java,35-39
103,24/11/2020 11:53:56,37.0,Male,Berlin,Software Engineer,10.0,3,Senior,PHP,"PHP, Javascript / Typescript, SQL",55000.0,0.0,55000.0,,26,Full-time employee,Unlimited contract,English,11-50,Startup,No,,,55000.0,PHP,35-39
104,24/11/2020 11:54:06,25.0,Male,Munich,Software Engineer,3.0,1,Middle,Java,"Python, SQL, AWS, Azure, Kubernetes, Docker",62000.0,0.0,55000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,62000.0,Java,25-29
105,24/11/2020 11:54:18,36.0,Male,Berlin,Frontend Developer,12.0,4,Senior,JavaScript,"Javascript / Typescript, AWS, Docker",72000.0,0.0,72000.0,,26,Full-time employee,Unlimited contract,English,up to 10,Startup,No,,,72000.0,JavaScript,35-39
106,24/11/2020 11:54:32,27.0,Male,Munich,QA Engineer,5.0,1,Senior,Swift,"Kotlin, Ruby",58000.0,5800.0,58000.0,101,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,,63800.0,Swift,25-29
107,24/11/2020 11:55:06,35.0,Male,Frankfurt,ML Engineer,12.0,10,Senior,ML,"Python, Java / Scala, R, SQL, AWS, Azure",120000.0,30000.0,90000.0,30000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,,150000.0,ML,35-39
108,24/11/2020 11:55:07,37.0,Male,Munich,Software Engineer,15.0,2,Senior,php,"PHP, Javascript / Typescript, SQL, Docker",75000.0,0.0,72500.0,,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,200,75000.0,php,35-39
109,24/11/2020 11:55:33,26.0,Male,Munich,Data Scientist,3.0,2,Middle,Python,"Python, SQL, AWS, Docker",65000.0,7000.0,52000.0,300,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,,72000.0,Python,25-29
